0,1,2,3,4,5,6,7
-0.3216542903733277,0.34647802955744084,-0.16625886034634157,-0.19045098681609535,0.772250501744729,0.059808466059272404,-1.3679762815342813,1.2676445067754007
-0.030619932170462875,1.6178072867995743,-0.38618070011681077,-0.11747189675691669,-0.09843988831425385,-0.12830597384863734,-0.8716985178117993,0.7036267965640458
0.15034880060245243,-1.957806249193926,0.08764093370442612,-0.23540039843075686,-0.45077808875394365,-0.033453459723498495,-0.4550124709127381,-0.45435646687874437
-1.0149466636578153,0.5848522652903408,-0.5764420316082498,-0.13267021619923905,-0.006602362385111637,0.0889398235342006,-1.377340012925273,1.2277140494153056
-0.16658335181922398,1.1410588153337744,0.33928169076883136,0.07920537268056428,-0.4869832672452401,-0.07420278754402643,0.537543056532226,-0.11494757931792424
1.448607330303204,-0.6864769919517926,0.34482964355072343,-0.18555853385123405,1.1210564896486825,0.028297215228014524,0.8371824610439128,-1.1431568563403995
-0.7113845106905659,-0.05081236333072586,-0.437990839071571,-0.046281727015909796,-0.062234709822957396,0.040595136113752144,-0.7452881440334334,0.7984616327942728
2.167902773392759,0.6643103438679743,0.2521137880782092,-0.30014535973881207,-0.37660162550348264,-0.0649898745243472,1.0665938801231705,-1.4775744367312051
-1.2478688982477368,-1.8783481706162928,-0.7309370332568754,-0.17007403517738703,-0.5355511896116134,-0.04209735705311376,-0.7031513527739758,0.8334007829843535
1.3453846179798512,-1.8783481706162928,0.5259600636852796,-0.1394105637534406,7.065770187292772,0.031197925241845503,-0.7546518754244217,0.8883051618544854
0.18214202765156287,1.8561815225324745,0.12678899089713916,0.11684259738170157,-0.6821380098446673,0.072027040560571,0.9776384319087646,-1.43764397937111
-0.8634550950363926,-0.28918659906362587,-0.8840584212931845,-0.0535362632896195,0.2512491527236338,-0.009314846710751317,-0.7780612039018993,0.6087919603338188
-0.5240992427423307,-1.242683541995226,0.42894561051952396,0.25502738340918935,-0.5964818558530635,-0.061198015489297146,0.8559099238258929,-0.075017121957829
-0.933515997689316,0.5848522652903408,-0.9766495373224019,-0.013684922397870305,1.8857805036355781,0.2468600411388043,0.7950456697844553,-1.1531394706804217
-0.5569978634471219,1.3794330510666744,-0.2857451482892941,-0.16108096017801637,-0.6282717686746897,-0.06261590866149626,-0.6797420242965017,0.6137832675038262
-0.3705548001889292,0.5848522652903408,-0.15137748493720016,-0.20399931810340302,0.39430376042095144,0.05501437531479654,-0.8155161294658593,0.6686876463739581
-0.5149402667381169,1.8561815225324745,-0.02976689463928793,-0.10786480338822378,-0.2264825927346925,-0.039263713928178595,0.4860425338817801,-1.0383394057701505
0.2819432834216172,-0.6864769919517926,0.19059777921822543,-0.09464967366932325,0.5700313340738293,-0.016377647246376456,1.1227762684691138,-0.883608883499777
0.19072198793137204,0.4259361081350742,-0.1756745970737301,-0.2714290063852999,0.46141579859994,0.05690453234578231,-0.61419590455957,0.5688615029737164
-1.2831888574364005,-0.6070189133741593,-0.958419367028923,-0.196381438688247,-0.1258145354662097,0.1503123592212897,-0.7967886666838793,0.6437311105238994
